Vernr,Bokföringsdatum,Registreringsdatum,Konto,Benämning,Ks,Projnr,Verifikationstext,Transaktionsinfo,Debet,Kredit
K108,2025-04-25,2025-05-07,1960,Mynt,,,APPLE.COM/SE,Peder Burenstam Linder - 9022 physical - Default card.,,"23850,00"
K109,2025-04-25,2025-05-07,1960,Mynt,,,UBR* PENDING.UBER.COM,Peder Burenstam Linder - 9022 physical - Default card.,,"110,00"
K109,2025-04-25,2025-05-07,5800,Resekostnader (gruppkonto),,,UBR* PENDING.UBER.COM,,"110,00",
K110,2025-04-23,2025-05-07,1930,Företagskonto/checkkonto/affärskonto,,,Transfer (Deposit),,,"20000,00"
K110,2025-04-23,2025-05-07,1960,Mynt,,,Transfer (Deposit),,"20000,00",
K111,2025-04-23,2025-05-07,1930,Företagskonto/checkkonto/affärskonto,,,Transfer (Deposit),,,"70000,00"
K111,2025-04-23,2025-05-07,1960,Mynt,,,Transfer (Deposit),,"70000,00",
K112,2025-04-23,2025-05-07,1930,Företagskonto/checkkonto/affärskonto,,,Transfer (Deposit),,,"70,00"
K112,2025-04-23,2025-05-07,1960,Mynt,,,Transfer (Deposit),,"70,00",
K113,2025-04-23,2025-05-07,1930,Företagskonto/checkkonto/affärskonto,,,Transfer (Deposit),,,"20000,00"
K113,2025-04-23,2025-05-07,1960,Mynt,,,Transfer (Deposit),,"20000,00",
K114,2025-04-24,2025-05-07,1960,Mynt,,,UBR* PENDING.UBER.COM,Peder Burenstam Linder - 9022 physical - Default card.,,"112,00"
K114,2025-04-24,2025-05-07,5800,Resekostnader (gruppkonto),,,UBR* PENDING.UBER.COM,,"112,00",
K115,2025-04-17,2025-05-07,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,Mailchimp,Peder Burenstam Linder - 8538 virtual - Online expenses.,"698,71",
K115,2025-04-17,2025-05-07,2645,Beräknad ingående moms på förvärv från utlandet,,,Mailchimp,Peder Burenstam Linder - 8538 virtual - Online expenses.,"174,68",
K115,2025-04-17,2025-05-07,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,Mailchimp,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"174,68"
K115,2025-04-17,2025-05-07,1960,Mynt,,,Mailchimp,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"698,71"
K115,2025-04-17,2025-05-07,4599,"Justering, omvänd moms",,,Mailchimp,,,"698,71"
K115,2025-04-17,2025-05-07,5420,Programvaror,,,Mailchimp,,"698,71",
K116,2025-04-13,2025-05-07,4535,"Inköp av tjänster från annat EU-land, 25 %",,,FRAMER.COM,Peder Burenstam Linder - 8538 virtual - Online expenses.,"3688,34",
K116,2025-04-13,2025-05-07,2645,Beräknad ingående moms på förvärv från utlandet,,,FRAMER.COM,Peder Burenstam Linder - 8538 virtual - Online expenses.,"922,09",
K116,2025-04-13,2025-05-07,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,FRAMER.COM,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"922,09"
K116,2025-04-13,2025-05-07,1960,Mynt,,,FRAMER.COM,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"3688,34"
K116,2025-04-13,2025-05-07,4599,"Justering, omvänd moms",,,FRAMER.COM,,,"3688,34"
K116,2025-04-13,2025-05-07,5420,Programvaror,,,FRAMER.COM,,"3688,34",
K117,2025-04-19,2025-05-07,2640,Ingående moms,,,Systembolaget,Ellinor Nilsson - 4539 virtual - Online. Systembolaget - AI + API Gateway kong hackathon (23 april,"1237,02",
K117,2025-04-19,2025-05-07,1960,Mynt,,,Systembolaget,Ellinor Nilsson - 4539 virtual - Online. Systembolaget - AI + API Gateway kong hackathon (23 april,,"6185,10"
K117,2025-04-19,2025-05-07,4000,Inköp av varor från Sverige,,,Systembolaget,,"4948,08",
K118,2025-04-28,2025-05-07,6990,Övriga externa kostnader,,,Mynt subscription fee,,"99,00",
K118,2025-04-28,2025-05-07,2640,Ingående moms,,,Mynt subscription fee,,"24,75",
K118,2025-04-28,2025-05-07,1960,Mynt,,,Mynt subscription fee,,,"123,75"
K119,2025-04-28,2025-05-07,2894,Skuld Peder,,,Ica,,,"2700,15"
K119,2025-04-28,2025-05-07,2640,Ingående moms,,,Ica,,"289,30",
K119,2025-04-28,2025-05-07,4000,Inköp av varor från Sverige,,,Ica,,"2410,85",
K120,2025-04-28,2025-05-07,2860,Kortfristiga skulder till koncernföretag,,,Ombalansering ksuld mellan bolag,,"90598,40",
K120,2025-04-28,2025-05-07,1660,Kortfristiga fordringar hos koncernföretag,,,Ombalansering ksuld mellan bolag,,,"90598,40"
K121,2025-05-24,2025-06-03,1960,Mynt,,,UBR* PENDING.UBER.COM,Peder Burenstam Linder - 9022 physical - Default card. Privat utlägg som råkade hamna på företagsko,,"107,00"
K121,2025-05-24,2025-06-03,2894,Skuld Peder,,,UBR* PENDING.UBER.COM,,"107,00",
K122,2025-06-02,2025-06-03,4535,"Inköp av tjänster från annat EU-land, 25 %",,,Google GSUITEcillers.com,Peder Burenstam Linder - 8538 virtual - Online expenses.,"911,24",
K122,2025-06-02,2025-06-03,2645,Beräknad ingående moms på förvärv från utlandet,,,Google GSUITEcillers.com,Peder Burenstam Linder - 8538 virtual - Online expenses.,"227,81",
K122,2025-06-02,2025-06-03,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,Google GSUITEcillers.com,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"227,81"
K122,2025-06-02,2025-06-03,1960,Mynt,,,Google GSUITEcillers.com,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"911,24"
K122,2025-06-02,2025-06-03,4599,"Justering, omvänd moms",,,Google GSUITEcillers.com,,,"911,24"
K122,2025-06-02,2025-06-03,5420,Programvaror,,,Google GSUITEcillers.com,,"911,24",
K123,2025-05-30,2025-06-03,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,AIRTABLE.COM/BILL,Peder Burenstam Linder - 8538 virtual - Online expenses.,"1113,71",
K123,2025-05-30,2025-06-03,2645,Beräknad ingående moms på förvärv från utlandet,,,AIRTABLE.COM/BILL,Peder Burenstam Linder - 8538 virtual - Online expenses.,"278,43",
K123,2025-05-30,2025-06-03,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,AIRTABLE.COM/BILL,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"278,43"
K123,2025-05-30,2025-06-03,1960,Mynt,,,AIRTABLE.COM/BILL,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"1113,71"
K123,2025-05-30,2025-06-03,4599,"Justering, omvänd moms",,,AIRTABLE.COM/BILL,,,"1113,71"
K123,2025-05-30,2025-06-03,5420,Programvaror,,,AIRTABLE.COM/BILL,,"1113,71",
K124,2025-05-28,2025-06-03,6990,Övriga externa kostnader,,,Mynt subscription fee,,"99,00",
K124,2025-05-28,2025-06-03,2640,Ingående moms,,,Mynt subscription fee,,"24,75",
K124,2025-05-28,2025-06-03,1960,Mynt,,,Mynt subscription fee,,,"123,75"
K125,2025-05-28,2025-06-03,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,CLAUDE.AI SUBSCRIPTION,Peder Burenstam Linder - 8538 virtual - Online expenses.,"200,03",
K125,2025-05-28,2025-06-03,2645,Beräknad ingående moms på förvärv från utlandet,,,CLAUDE.AI SUBSCRIPTION,Peder Burenstam Linder - 8538 virtual - Online expenses.,"50,01",
K125,2025-05-28,2025-06-03,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,CLAUDE.AI SUBSCRIPTION,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"50,01"
K125,2025-05-28,2025-06-03,1960,Mynt,,,CLAUDE.AI SUBSCRIPTION,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"200,03"
K125,2025-05-28,2025-06-03,4599,"Justering, omvänd moms",,,CLAUDE.AI SUBSCRIPTION,,,"200,03"
K125,2025-05-28,2025-06-03,5420,Programvaror,,,CLAUDE.AI SUBSCRIPTION,,"200,03",
K126,2025-05-27,2025-06-03,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,"OPENROUTER, INC",Peder Burenstam Linder - 8538 virtual - Online expenses.,"1045,29",
K126,2025-05-27,2025-06-03,2645,Beräknad ingående moms på förvärv från utlandet,,,"OPENROUTER, INC",Peder Burenstam Linder - 8538 virtual - Online expenses.,"261,32",
K126,2025-05-27,2025-06-03,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,"OPENROUTER, INC",Peder Burenstam Linder - 8538 virtual - Online expenses.,,"261,32"
K126,2025-05-27,2025-06-03,1960,Mynt,,,"OPENROUTER, INC",Peder Burenstam Linder - 8538 virtual - Online expenses.,,"1045,29"
K126,2025-05-27,2025-06-03,4599,"Justering, omvänd moms",,,"OPENROUTER, INC",,,"1045,29"
K126,2025-05-27,2025-06-03,5420,Programvaror,,,"OPENROUTER, INC",,"1045,29",
K127,2025-05-23,2025-06-03,1960,Mynt,,,SVERIGETAXI STO,Peder Burenstam Linder - 9022 physical - Default card. taxi från centralen till kontoret med all ut,,"309,00"
K127,2025-05-23,2025-06-03,2640,Ingående moms,,,SVERIGETAXI STO,,"15,74",
K127,2025-05-23,2025-06-03,5800,Resekostnader (gruppkonto),,,SVERIGETAXI STO,,"293,26",
K128,2025-05-23,2025-06-03,1960,Mynt,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,,"133,00"
K128,2025-05-23,2025-06-03,5800,Resekostnader (gruppkonto),,,UBR* PENDING.UBER.COM,,"133,00",
K129,2025-05-22,2025-06-03,1960,Mynt,,,UBER * PENDING,Per Lange - 7764 virtual - Online.,,"170,26"
K129,2025-05-22,2025-06-03,5800,Resekostnader (gruppkonto),,,UBER * PENDING,,"170,26",
K130,2025-05-22,2025-06-03,1960,Mynt,,,UBER * PENDING,Per Lange - 7764 virtual - Online.,,"197,48"
K130,2025-05-22,2025-06-03,5800,Resekostnader (gruppkonto),,,UBER * PENDING,,"197,48",
K131,2025-05-22,2025-06-03,1960,Mynt,,,Magasin Kgs Nytorv,Ellinor Nilsson - 8360 physical - Standardkort.,,"2014,96"
K131,2025-05-22,2025-06-03,4000,Inköp av varor från Sverige,,,Magasin Kgs Nytorv,,"2014,96",
K132,2025-05-21,2025-06-03,1930,Företagskonto/checkkonto/affärskonto,,,Transfer (Deposit),,,"40000,00"
K132,2025-05-21,2025-06-03,1960,Mynt,,,Transfer (Deposit),,"40000,00",
K133,2025-05-22,2025-06-03,1960,Mynt,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,,"2144,45"
K133,2025-05-22,2025-06-03,5800,Resekostnader (gruppkonto),,,UBR* PENDING.UBER.COM,,"2144,45",
K134,2025-05-21,2025-06-03,1960,Mynt,,,UBER   *TRIP,Per Lange - 7764 virtual - Online.,,"92,00"
K134,2025-05-21,2025-06-03,5800,Resekostnader (gruppkonto),,,UBER   *TRIP,,"92,00",
K135,2025-05-22,2025-06-03,5810,Biljetter,,,UBR* PENDING.UBER.COM,Peder Burenstam Linder - 9022 physical - Default card. taxi från hotellet till hackathon lokalen i,"85,85",
K135,2025-05-22,2025-06-03,2640,Ingående moms,,,UBR* PENDING.UBER.COM,Peder Burenstam Linder - 9022 physical - Default card. taxi från hotellet till hackathon lokalen i,"5,15",
K135,2025-05-22,2025-06-03,1960,Mynt,,,UBR* PENDING.UBER.COM,Peder Burenstam Linder - 9022 physical - Default card. taxi från hotellet till hackathon lokalen i,,"91,00"
K136,2025-05-20,2025-06-03,1930,Företagskonto/checkkonto/affärskonto,,,Transfer (Deposit),,,"20000,00"
K136,2025-05-20,2025-06-03,1960,Mynt,,,Transfer (Deposit),,"20000,00",
K137,2025-05-20,2025-06-03,1960,Mynt,,,UBER * PENDING,Per Lange - 7764 virtual - Online.,,"237,57"
K137,2025-05-20,2025-06-03,5800,Resekostnader (gruppkonto),,,UBER * PENDING,,"237,57",
K138,2025-05-20,2025-06-03,1960,Mynt,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,,"175,12"
K138,2025-05-20,2025-06-03,5800,Resekostnader (gruppkonto),,,UBR* PENDING.UBER.COM,,"175,12",
K139,2025-05-20,2025-06-03,1960,Mynt,,,Maxi ICA Stormarknad V,Ellinor Nilsson - 4539 virtual - Online.,,"1866,80"
K139,2025-05-20,2025-06-03,2640,Ingående moms,,,Maxi ICA Stormarknad V,,"229,11",
K139,2025-05-20,2025-06-03,4000,Inköp av varor från Sverige,,,Maxi ICA Stormarknad V,,"1637,69",
K140,2025-05-20,2025-06-03,5810,Biljetter,,,UBR* PENDING.UBER.COM,"Peder Burenstam Linder - 9022 physical - Default card. Participants: Peder Linder, Cillers AB. Resa","137,74",
K140,2025-05-20,2025-06-03,2640,Ingående moms,,,UBR* PENDING.UBER.COM,"Peder Burenstam Linder - 9022 physical - Default card. Participants: Peder Linder, Cillers AB. Resa","8,26",
K140,2025-05-20,2025-06-03,1960,Mynt,,,UBR* PENDING.UBER.COM,"Peder Burenstam Linder - 9022 physical - Default card. Participants: Peder Linder, Cillers AB. Resa",,"146,00"
K141,2025-05-20,2025-06-03,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,Mailchimp,Peder Burenstam Linder - 8538 virtual - Online expenses.,"4462,74",
K141,2025-05-20,2025-06-03,2645,Beräknad ingående moms på förvärv från utlandet,,,Mailchimp,Peder Burenstam Linder - 8538 virtual - Online expenses.,"1115,69",
K141,2025-05-20,2025-06-03,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,Mailchimp,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"1115,69"
K141,2025-05-20,2025-06-03,1960,Mynt,,,Mailchimp,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"4462,74"
K141,2025-05-20,2025-06-03,4599,"Justering, omvänd moms",,,Mailchimp,,,"4462,74"
K141,2025-05-20,2025-06-03,5420,Programvaror,,,Mailchimp,,"4462,74",
K142,2025-05-18,2025-06-03,4535,"Inköp av tjänster från annat EU-land, 25 %",,,LINKEDIN SN *605783994,Peder Burenstam Linder - 8538 virtual - Online expenses.,"8239,90",
K142,2025-05-18,2025-06-03,2645,Beräknad ingående moms på förvärv från utlandet,,,LINKEDIN SN *605783994,Peder Burenstam Linder - 8538 virtual - Online expenses.,"2059,98",
K142,2025-05-18,2025-06-03,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,LINKEDIN SN *605783994,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"2059,98"
K142,2025-05-18,2025-06-03,1960,Mynt,,,LINKEDIN SN *605783994,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"8239,90"
K142,2025-05-18,2025-06-03,4599,"Justering, omvänd moms",,,LINKEDIN SN *605783994,,,"8239,90"
K142,2025-05-18,2025-06-03,1790,Övriga förutbetalda kostnader och upplupna intäkter,,,LINKEDIN SN *605783994,,"8239,90",
K143,2025-05-17,2025-06-03,1960,Mynt,,,BKG*Hotel at Booking.c,"Ellinor Nilsson - 4539 virtual - Online. Participants: Ellinor Nilsson, Cillers. per lange, Cillers.",,"1540,00"
K143,2025-05-17,2025-06-03,2640,Ingående moms,,,BKG*Hotel at Booking.c,,"165,00",
K143,2025-05-17,2025-06-03,5800,Resekostnader (gruppkonto),,,BKG*Hotel at Booking.c,,"1375,00",
K144,2025-05-17,2025-06-03,5810,Biljetter,,,sj.se,"Ellinor Nilsson - 4539 virtual - Online. Participants: Ellinor Nilsson, Cillers. per lange, Cillers.","4933,96",
K144,2025-05-17,2025-06-03,2640,Ingående moms,,,sj.se,"Ellinor Nilsson - 4539 virtual - Online. Participants: Ellinor Nilsson, Cillers. per lange, Cillers.","296,04",
K144,2025-05-17,2025-06-03,1960,Mynt,,,sj.se,"Ellinor Nilsson - 4539 virtual - Online. Participants: Ellinor Nilsson, Cillers. per lange, Cillers.",,"5230,00"
K145,2025-05-17,2025-06-03,4535,"Inköp av tjänster från annat EU-land, 25 %",,,FRAMER.COM,Peder Burenstam Linder - 8538 virtual - Online expenses.,"540,00",
K145,2025-05-17,2025-06-03,2645,Beräknad ingående moms på förvärv från utlandet,,,FRAMER.COM,Peder Burenstam Linder - 8538 virtual - Online expenses.,"135,00",
K145,2025-05-17,2025-06-03,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,FRAMER.COM,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"135,00"
K145,2025-05-17,2025-06-03,1960,Mynt,,,FRAMER.COM,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"540,00"
K145,2025-05-17,2025-06-03,4599,"Justering, omvänd moms",,,FRAMER.COM,,,"540,00"
K145,2025-05-17,2025-06-03,5420,Programvaror,,,FRAMER.COM,,"540,00",
K146,2025-05-15,2025-06-03,1930,Företagskonto/checkkonto/affärskonto,,,Transfer (Deposit),,,"20000,00"
K146,2025-05-15,2025-06-03,1960,Mynt,,,Transfer (Deposit),,"20000,00",
K147,2025-05-15,2025-06-03,1960,Mynt,,,BKG*Hotel at Booking.c,Ellinor Nilsson - 4539 virtual - Online. Hotellnatt Malmö till Viss AI,,"1292,00"
K147,2025-05-15,2025-06-03,2640,Ingående moms,,,BKG*Hotel at Booking.c,,"138,43",
K147,2025-05-15,2025-06-03,5800,Resekostnader (gruppkonto),,,BKG*Hotel at Booking.c,,"1153,57",
K148,2025-05-14,2025-06-03,1960,Mynt,,,WONDERSHARE.COM,"Ellinor Nilsson - 4539 virtual - Online. Participants: Ellinor Nilsson, Cillers. Filmprogram",,"715,21"
K148,2025-05-14,2025-06-03,5420,Programvaror,,,WONDERSHARE.COM,,"715,21",
K149,2025-05-13,2025-06-03,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,"OPENROUTER, INC",Peder Burenstam Linder - 8538 virtual - Online expenses.,"109,12",
K149,2025-05-13,2025-06-03,2645,Beräknad ingående moms på förvärv från utlandet,,,"OPENROUTER, INC",Peder Burenstam Linder - 8538 virtual - Online expenses.,"27,28",
K149,2025-05-13,2025-06-03,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,"OPENROUTER, INC",Peder Burenstam Linder - 8538 virtual - Online expenses.,,"27,28"
K149,2025-05-13,2025-06-03,1960,Mynt,,,"OPENROUTER, INC",Peder Burenstam Linder - 8538 virtual - Online expenses.,,"109,12"
K149,2025-05-13,2025-06-03,4599,"Justering, omvänd moms",,,"OPENROUTER, INC",,,"109,12"
K149,2025-05-13,2025-06-03,5420,Programvaror,,,"OPENROUTER, INC",,"109,12",
K150,2025-05-12,2025-06-03,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,SINCH MAILGUN,Peder Burenstam Linder - 8538 virtual - Online expenses.,"243,20",
K150,2025-05-12,2025-06-03,2645,Beräknad ingående moms på förvärv från utlandet,,,SINCH MAILGUN,Peder Burenstam Linder - 8538 virtual - Online expenses.,"60,80",
K150,2025-05-12,2025-06-03,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,SINCH MAILGUN,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"60,80"
K150,2025-05-12,2025-06-03,1960,Mynt,,,SINCH MAILGUN,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"243,20"
K150,2025-05-12,2025-06-03,4599,"Justering, omvänd moms",,,SINCH MAILGUN,,,"243,20"
K150,2025-05-12,2025-06-03,5420,Programvaror,,,SINCH MAILGUN,,"243,20",
K151,2025-05-11,2025-06-03,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,Canva* 04511-47362409,Peder Burenstam Linder - 8538 virtual - Online expenses.,"2987,78",
K151,2025-05-11,2025-06-03,2645,Beräknad ingående moms på förvärv från utlandet,,,Canva* 04511-47362409,Peder Burenstam Linder - 8538 virtual - Online expenses.,"746,95",
K151,2025-05-11,2025-06-03,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,Canva* 04511-47362409,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"746,95"
K151,2025-05-11,2025-06-03,1960,Mynt,,,Canva* 04511-47362409,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"2987,78"
K151,2025-05-11,2025-06-03,4599,"Justering, omvänd moms",,,Canva* 04511-47362409,,,"2987,78"
K151,2025-05-11,2025-06-03,5420,Programvaror,,,Canva* 04511-47362409,,"2987,78",
K152,2025-05-09,2025-06-03,1960,Mynt,,,Arp-Hans WAKEUP CPH,Ellinor Nilsson - 4539 virtual - Online. Participants: Brainiacs. Hotellnätter för team brainiacs,,"5603,40"
K152,2025-05-09,2025-06-03,5800,Resekostnader (gruppkonto),,,Arp-Hans WAKEUP CPH,,"5603,40",
K153,2025-05-08,2025-06-03,5810,Biljetter,,,Klarna*trainplanet.c,Ellinor Nilsson - 4539 virtual - Online. Participants: Marc Ruizeenar. Alhasan Alqaraghuli. Resa Ma,"322,00",
K153,2025-05-08,2025-06-03,1960,Mynt,,,Klarna*trainplanet.c,Ellinor Nilsson - 4539 virtual - Online. Participants: Marc Ruizeenar. Alhasan Alqaraghuli. Resa Ma,,"322,00"
K154,2025-05-08,2025-06-03,1960,Mynt,,,sj.se,Ellinor Nilsson - 4539 virtual - Online. Participants: Marc Ruizeenar. Alhasan Alqaraghuli. Marc +,,"2200,00"
K154,2025-05-08,2025-06-03,5810,Biljetter,,,sj.se,,"2200,00",
K155,2025-05-08,2025-06-03,1960,Mynt,,,sj.se,Ellinor Nilsson - 4539 virtual - Online. Participants: Marc Ruizeenar. Alhasan Alqaraghuli. Marc +,,"1924,00"
K155,2025-05-08,2025-06-03,2640,Ingående moms,,,sj.se,,"108,92",
K155,2025-05-08,2025-06-03,5810,Biljetter,,,sj.se,,"1815,08",
K156,2025-05-07,2025-06-03,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,X IMAGE GENERAT,Peder Burenstam Linder - 8538 virtual - Online expenses.,"197,63",
K156,2025-05-07,2025-06-03,2645,Beräknad ingående moms på förvärv från utlandet,,,X IMAGE GENERAT,Peder Burenstam Linder - 8538 virtual - Online expenses.,"49,41",
K156,2025-05-07,2025-06-03,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,X IMAGE GENERAT,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"49,41"
K156,2025-05-07,2025-06-03,1960,Mynt,,,X IMAGE GENERAT,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"197,63"
K156,2025-05-07,2025-06-03,4599,"Justering, omvänd moms",,,X IMAGE GENERAT,,,"197,63"
K156,2025-05-07,2025-06-03,5420,Programvaror,,,X IMAGE GENERAT,,"197,63",
K157,2025-05-07,2025-06-03,1960,Mynt,,,BKG*Hotel at Booking.c,"Ellinor Nilsson - 4539 virtual - Online. Participants: Per lange, Cillers. Peder linder, Cillers. El",,"13994,00"
K157,2025-05-07,2025-06-03,2640,Ingående moms,,,BKG*Hotel at Booking.c,,"1499,36",
K157,2025-05-07,2025-06-03,5800,Resekostnader (gruppkonto),,,BKG*Hotel at Booking.c,,"12494,64",
K158,2025-05-07,2025-06-03,5810,Biljetter,,,sj.se,"Ellinor Nilsson - 4539 virtual - Online. Participants: Per lange, Cillers. Peder linder, Cillers. El","5193,40",
K158,2025-05-07,2025-06-03,2640,Ingående moms,,,sj.se,"Ellinor Nilsson - 4539 virtual - Online. Participants: Per lange, Cillers. Peder linder, Cillers. El","311,60",
K158,2025-05-07,2025-06-03,1960,Mynt,,,sj.se,"Ellinor Nilsson - 4539 virtual - Online. Participants: Per lange, Cillers. Peder linder, Cillers. El",,"5505,00"
K159,2025-05-07,2025-06-03,5810,Biljetter,,,sj.se,"Ellinor Nilsson - 4539 virtual - Online. Participants: Peder linder, Cillers. Peder Stockholm - Mal","2136,79",
K159,2025-05-07,2025-06-03,2640,Ingående moms,,,sj.se,"Ellinor Nilsson - 4539 virtual - Online. Participants: Peder linder, Cillers. Peder Stockholm - Mal","128,21",
K159,2025-05-07,2025-06-03,1960,Mynt,,,sj.se,"Ellinor Nilsson - 4539 virtual - Online. Participants: Peder linder, Cillers. Peder Stockholm - Mal",,"2265,00"
K160,2025-05-01,2025-10-31,2640,Ingående moms,,,LINKBASE,Peder Burenstam Linder - 8538 virtual - Online expenses.,"73,75",
K160,2025-05-01,2025-10-31,1960,Mynt,,,LINKBASE,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"368,75"
K160,2025-05-01,2025-10-31,5420,Programvaror,,,LINKBASE,,"295,00",
K161,2025-04-30,2025-06-03,1960,Mynt,,,CLAUDE.AI SUBSCRIPTION,Per Lange - 0481 physical - Default card.,,"253,71"
K161,2025-04-30,2025-06-03,5420,Programvaror,,,CLAUDE.AI SUBSCRIPTION,,"253,71",
K162,2025-04-25,2025-06-03,1960,Mynt,,,UBR* PENDING.UBER.COM,Per Lange - 0481 physical - Default card.,,"139,00"
K162,2025-04-25,2025-06-03,5800,Resekostnader (gruppkonto),,,UBR* PENDING.UBER.COM,,"139,00",
K163,2025-04-24,2025-06-03,1960,Mynt,,,UBR* PENDING.UBER.COM,Per Lange - 0481 physical - Default card.,,"149,00"
